LowerBounds,UpperBounds
4,51
31,149
5,210
84,137
229,288
1,658
95,430
70,527
219,464
166,294
295,450
256,719
64,310
261,659
199,382
246,711
185,512
253,422
1,430
170,355
91,360
39,173
140,383
206,549
93,380
167,309
149,396
235,404
212,423
257,364
112,498
8,281
246,536
167,487
128,450
218,517
80,329
47,163
216,325
38,392
31,304
255,280
32,564
245,738
269,409
4,417
184,309
203,475
166,322
168,551
162,263
154,791
98,342
51,388
124,602
74,92
224,253
106,1106
77,246
261,787
27,58
298,463
285,1089
230,342
242,332
46,99
106,227
35,267
106,299
129,797
66,194
250,602
284,313
131,252
145,373
298,980
91,118
83,185
165,665
251,536
187,320
95,351
298,555
71,473
101,253
184,872
54,667
152,695
225,530
35,84
289,309
98,319
50,135
74,191
105,117
164,462
165,406
106,302
118,588
42,129
87,279
128,354
104,275
229,630
103,239
56,176
211,317
40,162
130,314
235,331
284,481
24,982
179,437
292,610
157,508
127,421
111,186
21,153
70,159
56,206
233,1233
19,124
142,381
148,299
93,698
23,103
44,272
96,368
23,75
227,410
173,488
231,544
233,297
223,598
228,402
2,384
110,634
72,161
102,170
120,1120
117,457
68,243
173,525
26,89
143,404
102,182
144,1144
152,278
180,270
22,244
162,304
239,1239
143,329
22,131
261,878
163,886
238,290
211,368
211,626
61,158
0,335
92,310
249,331
165,569
26,450
140,317
242,261
205,664
110,318
76,151
280,575
159,368
44,178
158,510
260,344
154,533
208,592
100,342
171,234
128,407
124,210
222,437
25,52
286,306
28,625
188,412
35,194
259,541
243,635
142,261
12,98
270,509
285,363
196,528
253,373
133,226
65,159
293,682
78,147
142,923
104,241
133,236
259,593
194,533
101,504
131,417
154,717
158,273
94,649
234,356
29,359
205,331
162,230
143,201
123,823
84,895
82,187
87,273
67,262
273,516
246,275
213,928
161,662
165,245
39,525
139,210
85,197
176,348
134,153
108,428
206,527
290,364
28,44
71,284
119,226
0,699
202,290
176,288
82,880
74,516
263,773
198,396
114,302
154,494
262,604
63,163
223,1181
30,216
68,945
87,333
234,881
196,491
100,750
201,278
121,265
38,341
48,265
85,112
257,556
201,370
243,614
101,232
35,540
175,408
281,440
228,273
153,542
218,288
54,246
238,308
260,340
50,167
143,311
228,803
197,519
258,444
148,490
295,909
31,190
233,486
187,660
45,200
64,381
135,292
251,626
15,244
186,636
141,296
42,175
155,312
284,384
28,431
97,207
12,199
217,323
46,497
34,255
127,475
21,188
13,135
195,1192
273,449
227,319
99,518
49,192
277,492
221,860
98,1098
84,257
16,435
128,322
189,528
124,277
46,379
49,272
180,465
174,267
167,438
3,665
34,667
248,447
88,123
12,101
119,229
56,251
275,394
96,623
97,162
250,871
0,116
12,383
77,174
155,341
271,494
139,951
131,389
86,364
165,192
66,345
233,665
199,549
48,929
131,417
15,449
193,370
282,841
201,284
165,238
243,401
36,198
31,753
106,645
192,421
260,307
198,347
129,422
31,106
132,461
172,627
165,519
139,187
147,410
152,279
32,338
222,304
213,325
226,499
214,370
200,326
31,111
97,649
2,167
186,607
179,781
42,81
242,407
194,258
272,669
119,318
170,200
224,709
163,346
134,317
293,441
23,214
115,358
233,621
22,1022
22,445
210,633
201,577
135,264
83,504
79,111
200,285
222,595
19,186
13,342
134,1134
46,1046
267,816
197,368
57,330
143,209
176,198
81,181
11,305
113,403
290,695
116,1076
159,440
292,316
273,638
151,218
84,315
38,175
109,649
112,189
49,107
268,338
122,213
255,624
263,527
86,786
37,145
261,328
86,189
64,456
13,99
215,297
207,432
295,1179
181,752
112,463
268,438
126,726
114,220
299,398
33,524
263,595
122,384
150,200
19,335
69,438
172,246
209,739
265,384
77,348
234,1234
158,387
278,474
150,189
227,1106
299,422
186,251
285,865
98,787
278,911
210,397
103,198
171,663
258,1107
56,1056
299,1299
92,455
237,649
225,363
83,94
79,210
186,315
57,381
279,481
26,134
251,558
38,448
279,645
183,365
259,529
130,516
76,416
140,697
139,476
242,425
246,701
107,180
145,372
228,320
75,1075
92,590
217,563
215,460
123,878
298,412
145,869
271,441
141,604
9,1009
8,123
245,312
253,280
68,266
171,411
103,210
143,449
262,432
100,160
218,392
259,606
130,326
167,280
66,119
288,325
71,337
79,192
91,516
172,492
175,1175
48,264
193,635
111,189
152,587
279,525
56,680
39,498
183,1183
41,326
266,468
281,960
260,454
137,407
186,267
157,475
148,443
245,441
117,283
263,1263
2,373
176,273
224,274
94,116
276,359
222,1222
191,287
262,298
254,461
43,53
299,477
295,464
52,186
195,234
282,355
202,569
204,594
206,271
8,212
189,252
175,257
20,266
263,414
82,634
129,237
91,226
94,369
118,214
270,383
175,592
89,144
110,681
239,395
200,505
58,178
239,425
240,802
42,632
278,329
229,376
122,180
285,528
203,346
161,311
191,497
154,1036
104,353
259,437
192,332
228,452
111,495
104,738
132,781
222,357
70,533
284,754
257,919
235,626
37,490
130,593
33,415
58,364
88,839
145,348
117,161
16,298
202,370
253,631
291,607
12,157
174,330
111,754
1,83
188,381
131,214
95,289
131,770
201,316
8,350
116,169
196,345
208,781
290,630
281,431
9,254
79,333
119,194
105,661
111,885
54,206
196,301
178,540
7,417
116,304
169,1139
153,256
224,469
15,253
288,354
108,177
233,509
48,169
167,400
274,820
255,591
135,300
117,339
91,227
273,436
77,488
247,467
236,554
195,439
10,127
158,1158
244,598
140,269
148,585
193,705
140,187
91,227
99,748
266,652
189,1189
76,186
242,329
260,605
98,175
189,566
107,132
120,303
21,600
245,417
85,850
211,256
299,480
260,472
159,366
111,494
118,502
12,616
146,301
293,389
55,178
124,315
9,400
132,981
107,525
60,325
276,361
277,319
42,779
195,728
260,570
35,77
89,203
100,340
238,720
111,326
98,268
179,841
30,463
107,236
9,277
225,469
21,530
138,569
67,192
48,84
254,944
33,161
235,530
268,601
216,462
82,363
102,333
146,214
283,410
204,1039
258,910
216,778
203,286
282,1012
23,564
232,297
3,120
51,182
52,386
283,641
120,1120
263,272
169,214
272,547
53,112
188,490
144,433
83,122
273,372
278,608
262,474
128,337
105,657
290,603
77,285
69,492
247,459
182,394
237,524
155,241
208,583
159,416
19,469
228,624
215,353
122,300
72,389
176,320
77,259
101,227
191,244
188,671
286,657
20,719
259,457
74,109
26,59
139,182
121,188
271,521
50,336
251,1055
217,332
129,421
37,654
230,699
65,118
45,176
170,207
214,641
145,469
180,318
199,342
206,627
29,81
195,211
110,148
242,491
110,778
43,567
118,685
132,1132
145,733
166,514
227,297
137,850
206,287
293,350
292,476
64,469
57,412
168,323
172,1172
268,298
182,853
135,248
280,488
291,593
289,419
105,271
89,229
147,313
144,464
85,742
186,352
240,474
268,298
154,405
205,334
291,394
4,165
163,400
14,791
219,356
127,185
263,424
207,415
291,388
88,1017
108,508
260,310
233,494
96,789
81,359
230,488
67,447
265,535
57,206
274,668
69,169
208,233
135,631
7,54
277,665
184,340
174,434
276,468
84,227
181,295
139,368
135,218
195,328
291,504
190,480
226,325
187,238
108,245
119,236
163,248
4,113
7,157
182,915
39,105
221,754
137,665
280,482
252,369
94,192
134,159
176,357
33,936
264,558
109,196
65,350
41,270
102,246
25,971
67,156
189,369
199,255
228,382
71,209
49,125
89,309
194,461
87,746
91,380
141,309
37,244
57,330
0,124
98,208
247,483
69,613
195,406
72,583
199,252
78,821
37,383
290,752
125,166
252,708
191,275
133,934
80,135
170,362
123,224
103,359
52,1052
13,270
295,416
168,519
254,313
144,550
18,379
149,1149
114,212
266,561
52,330
133,285
206,518
126,326
8,11
227,886
23,223
83,736
58,405
196,420
179,435
2,107
111,967
153,643
145,527
124,199
254,529
225,359
71,670
52,342
246,1124
227,415
42,769
154,400
289,427
39,224
101,216
60,144
172,287
217,592
127,331
149,243
279,311
136,716
289,871
44,349
198,252
2,103
18,74
125,256
30,575
105,249
140,256
138,660
279,356
183,455
170,209
180,958
286,432
107,366
61,160
151,762
159,708
68,505
5,198
27,81
11,143
51,318
145,794
83,688
57,506
247,480
260,753
141,239
195,406
74,211
18,492
120,324
56,231
66,321
193,329
252,664
181,470
191,460
88,176
235,363
211,570
123,535
239,798
7,246
158,992
235,625
220,712
119,300
288,387
162,505
40,147
102,194
22,456
99,194
16,283
22,347
6,139
280,489
228,469
172,282
218,1218
276,340
41,190
12,331
124,127
233,388
178,428
2,1002
138,236
114,158
177,281
191,309
53,506
124,893
39,72
274,505
227,715
137,571
70,509
134,230
26,207
18,599
77,276
269,394
126,571
30,791
77,371
137,733
117,231
253,395
228,367
46,659
287,413
1,36
146,189
278,1278
254,310
67,206
197,652
293,1293
36,500
185,253
214,301
259,571
218,552
24,91
51,307
270,445
92,605
123,393
184,317
212,338
273,795
166,224
13,635
274,572
116,358
49,569
255,456
260,383
229,388
144,371
133,429
22,717
234,413
212,288
78,423
286,592
178,692
72,398
258,472
66,351
252,321
38,166
144,556
182,239
47,211
57,548
223,312
66,668
211,435
209,319
165,288
44,676
60,544
195,1195
278,448
53,113
161,432
152,369
46,247
284,1008
37,730
173,518
10,97
82,377
27,297
158,864
205,305
130,247
139,258
69,115
230,695
256,380
246,800
235,313
243,432
194,1194
70,182
240,331
236,377
164,729
149,335
169,221
214,490
271,403
208,994
45,366
108,381
192,308
26,193
96,250
163,962
6,112
31,96
275,311
72,262
78,122
73,393
13,265
243,694
40,624
16,345
199,301
88,264
266,921
185,332
275,684
92,253
292,423
31,364
281,605
63,308
12,249
253,536
177,582
282,458
121,475
99,299
149,1149
14,582
188,876
140,321
33,284
53,404
112,1112
63,142
20,398
153,387
277,321
205,309
245,1245
112,261
62,202
70,143
271,872
21,400
261,267
262,1262
202,647
23,167
26,116
163,359
226,476
19,843
59,435
224,1224
117,529
214,335
245,464
40,430
76,111
97,209
86,234
147,286
179,525
23,368
216,545
22,302
266,458
280,1280
17,1017
219,361
52,572
52,200
297,1117
9,328
138,223
87,246
29,335
269,482
163,897
36,212
62,360
299,760
187,345
199,362
269,466
48,454
182,397
264,511
186,290
225,495
87,137
189,491
37,144
37,107
244,332
179,390
75,184
298,419
88,350
121,248
2,40
217,525
196,264
37,105
186,322
297,847
66,304
22,107
181,333
225,486
135,168
249,1249
264,774
251,640
63,332
261,467
53,357
285,818
211,310
281,386
255,313
252,838
15,49
227,265
85,481
156,398
63,147
71,928
128,465
219,328
109,561
91,686
49,221
206,352
33,70
71,162
24,93
96,601
175,545
185,334
97,385
132,638
239,548
229,253
60,498
23,46
199,361
278,466
299,511
167,241
82,413
11,199
112,541
277,436
181,612
219,553
13,159
253,352
262,415
43,483
49,572
70,104
115,285
155,459
291,1291
103,262
186,383
288,521
170,383
181,254
27,306
283,393
14,1014
119,296
69,393
211,350
116,1116
70,145
175,373
126,1089
173,565
161,402
269,287
82,308
166,414
72,256
128,172
159,346
215,566
96,203
224,470
120,501
101,274
158,365
184,263
71,158
154,328
275,619
185,607
294,483
23,173
222,544
199,443
13,336
210,257
77,188
146,885
20,363
172,480
233,328
259,285
128,212
161,810
132,276
239,575
200,327
31,418
31,459
7,165
180,219
112,442
118,570
115,711
50,374
226,432
67,322
34,155
68,352
64,93
77,652
246,277
114,183
188,330
265,444
121,360
169,665
125,770
94,128
94,190
39,141
169,297
175,485
126,214
153,283
135,479
203,895
122,1122
178,271
51,310
133,204
96,1038
202,662
101,287
176,268
198,545
197,269
277,1168
288,756
253,388
130,523
48,443
66,171
1,222
171,507
225,264
47,235
148,399
83,543
86,285
16,216
0,197
262,488
77,379
231,469
22,612
82,513
208,350
130,936
17,316
165,256
40,136
91,646
101,345
125,311
26,135
248,378
144,256
7,240
100,446
272,431
98,448
114,262
163,351
136,1136
264,1054
212,316
156,419
226,341
172,416
198,333
195,272
173,726
214,446
110,241
50,77
250,405
145,161
39,200
166,583
32,580
252,581
50,127
146,577
252,622
181,557
125,259
150,445
130,235
295,428
220,1220
182,630
2,39
125,230
75,909
295,832
70,352
124,417
218,515
1,274
250,372
191,756
150,343
4,591
170,1170
81,120
272,784
153,413
201,413
156,602
230,691
294,631
276,445
238,325
205,307
146,571
14,148
273,759
292,668
171,444
112,283
223,408
27,185
133,310
122,482
113,380
162,421
42,120
269,868
62,137
139,625
167,297
152,944
282,652
27,144
274,758
82,492
63,114
192,569
262,533
107,374
154,271
46,1046
103,256
253,716
252,832
52,305
218,567
288,469
293,553
250,491
96,104
127,170
197,480
46,621
48,121
39,404
281,837
53,494
297,547
201,543
178,598
180,338
257,585
201,1181
92,319
83,375
231,380
60,902
134,299
116,849
60,601
123,345
297,886
154,1154
147,593
37,267
98,746
234,465
207,280
103,750
199,561
102,202
297,486
47,444
81,256
247,463
111,666
82,617
6,49
207,436
281,537
262,677
248,1024
132,720
195,460
32,563
291,1106
244,724
277,406
97,296
135,332
275,594
100,180
34,470
111,339
36,140
259,765
59,154
61,430
295,349
216,316
167,522
265,318
19,139
182,220
9,133
233,457
104,455
222,373
56,301
242,611
110,425
241,1147
48,362
249,313
143,402
48,616
10,147
195,279
137,153
16,296
39,73
148,230
154,214
103,283
284,662
125,685
133,412
278,395
21,407
68,135
273,462
161,302
10,243
272,420
142,263
30,67
297,828
249,702
67,635
15,295
121,410
300,308
118,281
146,352
51,547
253,428
25,208
80,118
227,491
155,374
176,1176
21,296
19,127
19,130
62,138
163,348
295,639
66,654
145,416
217,542
41,457
226,226
186,832
144,670
256,723
276,433
290,437
284,368
201,462
259,1034
90,243
20,526
39,244
211,1211
108,272
207,625
100,173
30,183
297,745
228,523
280,599
4,106
272,403
161,562
238,685
57,628
22,53
209,655
263,586
289,500
17,179
272,1272
129,347
122,172
296,616
162,462
132,162
259,484
7,261
28,132
104,613
252,487
14,469
78,124
103,481
103,242
126,148
123,502
222,742
83,208
104,1104
256,454
148,455
136,290
134,302
245,333
60,425
162,569
166,205
213,614
249,401
275,312
254,386
42,128
247,616
31,56
101,397
284,427
8,461
162,666
90,214
167,214
274,650
38,166
115,494
274,472
285,694
105,601
298,1298
184,749
139,839
53,260
215,649
107,1107
155,939
298,377
118,222
219,840
240,752
218,517
246,669
19,73
100,512
53,155
65,735
142,451
153,270
246,513
119,298
140,1140
247,514
207,404
13,51
197,857
214,732
221,297
40,112
239,771
71,235
47,110
215,1215
80,132
100,290
163,863
231,591
26,1026
169,772
111,209
196,254
54,279
276,721
82,182
93,942
123,381
286,889
185,721
107,185
244,623
19,309
12,494
169,270
82,185
60,298
296,487
24,140
162,188
10,1010
184,336
280,416
96,740
140,162
80,897
111,869
267,581
56,385
82,526
224,987
162,572
231,548
144,505
82,366
54,691
62,322
159,543
150,270
149,415
184,285
11,342
217,307
250,675
107,124
179,318
171,289
284,1160
154,220
107,182
247,669
299,421
105,143
18,441
148,845
159,516
256,702
140,220
258,335
13,28
266,342
269,581
209,702
59,198
236,343
5,104
12,82
137,264
14,294
11,487
189,546
275,574
182,435
116,331
33,195
236,659
55,509
146,561
129,192
95,461
193,353
76,195
37,490
13,98
34,235
61,600
130,467
55,135
137,636
241,487
236,562
254,278
227,669
185,247
219,336
234,371
189,429
59,357
214,280
19,146
242,481
168,1168
127,141
236,522
181,188
167,308
5,811
232,288
52,364
284,617
252,1252
217,465
152,520
13,532
56,185
198,977
10,182
187,291
212,834
215,521
211,252
218,238
258,845
67,569
171,264
153,280
60,230
176,304
67,812
125,577
240,516
222,526
126,404
53,387
186,280
266,663
154,434
57,1057
39,89
143,527
259,624
71,317
293,1293
125,469
189,266
88,406
132,265
98,361
204,629
155,245
42,145
123,429
179,1048
77,174
270,326
3,285
173,275
142,225
147,267
16,617
275,336
173,199
162,525
197,895
14,191
85,111
147,1147
201,328
262,375
162,467
97,240
177,402
89,288
82,319
250,1035
34,79
80,198
85,586
162,372
144,433
86,227
134,466
164,219
253,823
84,588
69,333
58,99
78,135
252,983
94,228
296,551
139,257
88,208
74,313
194,317
243,594
225,286
108,474
37,178
144,388
173,507
272,523
153,322
178,361
173,339
187,495
262,400
84,180
75,130
274,923
114,1114
192,741
278,653
107,492
284,440
148,418
96,198
128,496
74,630
235,285
299,673
243,386
138,637
0,661
191,303
128,595
294,441
132,949
143,390
187,272
20,409
276,1025
39,268
76,313
53,698
23,99
31,344
14,732
265,446
216,417
80,338
277,948
175,388
226,476
55,164
124,475
246,561
193,224
124,927
282,887
21,307
13,261
46,198
41,193
239,404
102,309
268,424
244,602
139,254
294,723
97,107
277,409
52,320
287,329
149,422
132,534
300,482
268,716
196,449
247,530
251,628
63,333
198,405
191,470
190,676
241,327
140,199
207,659
106,157
259,292
73,275
285,437
92,1092
64,336
283,478
158,878
238,1219
55,1055
135,733
265,578
28,338
219,666
295,424
238,638
85,341
241,297
8,125
130,257
192,592
152,306
8,612
136,305
46,157
93,311
98,352
274,524
44,259
75,286
128,156
154,642
296,1040
205,484
278,378
293,825
8,99
268,308
239,265
76,253
25,187
201,486
36,385
141,480
285,590
154,412
126,188
205,624
135,362
74,299
74,255
70,137
134,633
47,221
286,692
53,554
247,554
14,149
184,386
21,220
258,482
260,427
271,984
173,521
20,641
289,401
284,544
105,405
200,441
245,331
143,331
103,657
151,261
199,237
245,383
235,793
219,400
171,398
272,837
31,403
145,309
184,822
16,290
46,109
46,560
66,762
58,803
23,941
98,307
292,598
76,431
208,280
107,281
89,151
11,1011
205,266
215,1144
43,349
122,183
58,327
232,562
139,257
13,142
161,1161
166,906
210,323
115,221
237,328
37,360
232,289
117,750
142,244
188,393
124,274
112,166
267,1108
140,298
158,570
281,356
244,406
291,614
261,356
186,476
216,311
74,407
36,113
67,124
231,1040
86,473
195,284
0,213
278,580
59,287
272,748
4,274
198,479
35,203
20,263
290,556
180,758
61,140
180,248
98,495
142,644
79,173
228,974
234,315
148,545
82,362
217,829
109,371
78,178
272,379
118,257
102,209
75,296
252,481
91,193
280,345
50,108
151,285
127,815
133,345
113,249
34,132
277,520
58,654
138,212
231,360
56,173
59,126
195,569
209,578
16,118
75,142
137,343
200,450
255,591
247,867
297,325
139,588
178,460
275,449
124,207
129,654
54,782
28,112
129,202
68,240
83,698
83,828
49,310
15,499
211,312
79,200
85,575
293,381
276,866
41,241
237,1096
232,516
99,573
58,176
208,394
68,283
294,1263
21,275
299,475
21,367
250,290
224,374
14,360
85,289
87,155
90,122
137,598
90,536
174,236
234,709
167,398
232,536
122,799
67,497
71,228
256,342
202,257
238,825
256,574
231,375
269,497
47,348
128,314
27,115
35,171
194,764
254,449
180,424
64,439
52,347
158,897
60,119
32,344
287,375
290,1132
118,253
263,579
273,477
251,350
162,732
283,738
38,244
45,457
159,734
120,146
114,1024
5,1005
60,321
101,379
201,915
150,295
211,363
1,387
9,116
18,487
225,895
133,368
94,422
123,637
109,354
186,249
61,203
103,164
10,292
299,518
299,676
225,903
282,556
232,564
242,419
190,356
170,422
77,310
151,819
79,172
101,388
177,373
188,294
244,392
64,276
227,327
195,468
191,440
259,738
64,94
11,425
87,292
78,645
231,550
53,84
7,23
162,551
166,583
211,474
256,507
155,913
96,128
237,496
242,458
295,470
174,293
293,420
250,455
294,373
76,170
62,1062
201,477
35,265
0,509
83,523
184,324
137,704
246,304
251,279
66,150
96,274
72,144
81,187
247,404
146,298
30,311
115,623
103,105
164,440
238,757
300,322
84,264
92,410
244,703
71,172
104,660
224,478
211,436
118,162
81,893
249,307
205,241
185,309
107,704
79,579
195,1034
286,450
171,758
126,575
171,814
155,337
105,431
195,497
29,362
296,479
202,423
121,177
264,446
106,399
255,631
37,226
291,403
132,616
274,371
142,650
247,876
91,328
129,589
38,117
59,932
73,208
282,426
100,491
109,486
282,746
257,1107
214,570
66,166
295,1210
173,501
50,540
83,527
242,302
211,302
138,275
230,236
150,857
10,689
294,665
94,237
89,604
245,332
244,675
112,754
266,379
110,393
268,466
173,333
204,507
222,299
141,417
62,347
126,165
62,180
203,363
84,188
184,532
131,556
19,147
145,724
9,74
140,436
280,1280
183,196
242,357
82,270
17,291
139,411
206,884
8,175
192,303
227,360
115,340
244,417
254,311
166,457
36,322
21,846
101,290
64,189
135,1135
75,308
8,68
174,309
63,275
204,431
137,418
266,703
30,103
110,344
169,674
47,277
220,354
255,464
10,167
294,674
94,196
82,226
127,529
11,69
207,406
180,345
39,165
295,1050
242,563
11,73
155,933
19,67
224,527
176,490
132,346
131,331
29,223
47,245
175,369
54,144
256,328
139,245
279,353
143,607
63,314
68,258
212,883
17,95
200,514
42,105
292,674
141,262
184,283
45,854
189,476
106,248
162,275
197,500
297,493
144,551
292,337
272,402
124,347
114,184
279,841
126,730
226,619
121,437
268,567
82,580
145,523
179,326
83,261
221,306
261,380
132,1132
232,258
223,352
300,371
85,139
270,1015
219,890
14,38
213,598
48,281
27,81
186,494
207,574
91,359
137,508
294,1056
69,119
204,311
50,777
40,280
184,381
93,169
252,445
113,624
240,475
296,801
115,173
251,630
2,231
296,383
31,330
146,426
196,526
194,971
188,279
247,390
39,383
187,991
36,221
5,349
156,450
291,883
170,583
33,139
276,420
296,356
92,675
132,294
3,51
79,523
124,178
154,521
242,384
101,405
94,291
106,467
219,450
41,389
110,165
289,443
89,370
232,551
185,465
215,471
21,650
196,1033
294,719
220,283
155,583
81,363
208,452
280,366
226,514
132,562
177,512
14,261
18,359
271,595
193,288
90,455
138,822
6,104
267,368
140,329
129,718
57,338
194,729
148,335
208,957
77,297
145,1145
27,680
111,192
156,268
286,818
155,589
44,329
295,845
164,523
50,154
28,186
25,734
46,322
293,1158
161,231
165,210
173,187
234,618
262,406
74,300
194,240
93,201
246,892
248,1231
123,514
63,366
224,333
34,896
47,263
217,694
196,418
206,472
203,423
80,476
24,209
33,465
203,503
134,225
296,455
238,855
267,690
223,224
42,145
290,553
52,682
116,312
252,977
31,156
23,78
21,324
273,372
235,758
209,631
165,331
79,254
173,559
134,288
243,339
78,505
168,200
11,377
36,79
51,564
290,459
290,341
202,333
265,564
130,189
75,258
185,546
41,107
188,384
289,454
84,222
159,305
177,364
287,552
224,402
3,26
143,685
18,147
250,392
116,797
67,490
74,147
3,34
91,943
279,536
126,379
224,690
274,774
24,329
65,407
54,179
189,433
29,555
274,523
194,829
108,472
252,324
8,167
23,92
124,319
146,325
139,388
242,623
294,1294
88,241
49,254
219,386
90,229
17,459
267,298
158,395
130,281
238,338
248,361
176,552
227,691
0,377
9,57
181,485
261,970
242,1242
30,186
202,355
297,419
11,465
9,165
104,449
129,276
103,300
104,348
88,159
82,156
160,219
213,573
106,194
293,902
67,401
242,662
61,341
139,1139
198,595
250,941
52,138
146,206
100,276
190,360
158,354
262,721
95,303
205,649
245,506
226,905
127,265
8,13
218,1218
46,486
194,595
6,931
214,483
290,326
57,273
69,492
195,308
156,660
119,466
204,439
273,345
119,351
17,247
174,247
45,339
148,359
28,102
214,320
27,60
250,290
186,337
92,279
160,346
263,746
59,498
150,306
103,172
169,406
298,637
205,581
208,1208
70,1070
33,48
133,178
183,227
124,705
219,770
275,398
231,345
269,575
178,409
292,851
172,557
86,456
70,354
161,487
292,363
75,138
107,241
47,120
14,284
151,346
124,333
81,325
125,319
28,68
3,569
30,135
157,390
244,649
56,448
89,493
173,510
28,868
200,596
75,141
113,173
148,485
95,925
285,473
32,559
188,959
266,644
22,268
129,253
248,461
271,601
44,399
282,406
57,592
269,444
86,275
203,323
163,300
16,335
107,366
44,162
140,505
106,211
281,432
289,339
215,305
26,98
248,408
200,1052
18,91
293,458
76,716
53,107
225,236
152,340
75,211
97,474
155,449
154,251
167,857
145,667
184,434
129,167
38,126
257,627
230,270
101,155
98,314
240,1113
98,401
50,190
273,476
190,235
194,569
207,287
117,452
283,600
217,318
86,326
34,273
61,951
224,1224
217,351
9,247
101,147
111,243
227,726
248,307
220,551
291,374
289,516
108,537
216,508
22,246
228,377
136,240
48,395
269,967
260,535
211,483
152,325
294,355
180,305
19,429
138,631
0,1000
91,902
221,953
38,739
3,281
27,73
142,486
226,825
102,268
290,619
155,283
206,257
56,324
69,249
138,351
143,166
281,318
151,325
268,435
194,268
128,643
118,171
261,922
208,498
21,197
188,458
229,564
274,409
86,495
114,605
167,321
215,632
291,703
61,274
96,241
114,183
50,850
104,805
230,449
41,752
239,318
163,548
34,847
61,159
98,637
236,1236
98,197
32,374
251,1251
119,741
200,395
158,346
198,267
217,321
150,271
139,452
116,593
175,1175
92,1092
47,396
291,497
252,485
228,830
239,864
168,304
79,349
216,483
81,231
201,295
209,375
125,282
63,236
168,269
182,355
99,239
109,246
23,1023
119,191
186,447
286,420
44,480
135,143
61,484
207,407
222,443
221,404
160,998
48,368
24,77
7,321
34,336
116,317
85,457
69,480
178,211
141,308
54,115
116,176
252,589
263,781
92,898
282,366
136,760
69,144
218,484
182,587
70,227
103,694
2,330
68,862
257,330
111,165
35,524
291,380
290,1290
175,600
45,1045
267,643
140,221
213,418
62,163
264,482
206,408
83,458
264,562
150,950
296,667
290,496
24,179
10,352
99,982
152,833
114,165
27,100
37,202
5,311
